sample_id,medicine,batch_id,manufacturer,measurement_id,ch450,ch500,ch550,ch570,ch600,ch650
C080,cocaine,B080,ASD_pipeline_test,1,0.2932305571428572,0.2753494523809524,0.2647707857142857,0.2622669238095237,0.2595178857142857,0.2567826047619047
M002,MDMA,B082,ASD_pipeline_test,1,0.5897856333333332,0.5688701904761905,0.5572380761904763,0.5541892095238096,0.5465252666666666,0.5368617238095238
M003,MDMA,B083,ASD_pipeline_test,1,0.4870793619047619,0.4327078904761905,0.3958358904761905,0.3824145714285714,0.3651357333333333,0.3496442380952381
C002,2C-B,B085,ASD_pipeline_test,1,0.981623957142857,0.914639157142857,0.8228692142857141,0.7866909523809523,0.7474966476190477,0.7177288047619049
C002,2C-B isomer,B088,ASD_pipeline_test,1,0.8669104714285712,0.949924342857143,0.9691659904761905,0.8612900904761903,0.5790057999999999,0.4818523999999999
F001,FA,B089,ASD_pipeline_test,1,0.6802457000000001,0.879695861904762,0.9992697190476192,0.8275315904761904,0.3327042190476191,0.3122837238095238
M004,MDMA,B091,ASD_pipeline_test,1,0.6598189666666668,0.8777108571428571,0.978663142857143,0.9309023476190476,0.7292108857142857,0.6559771285714285
C004,2C-B,B092,ASD_pipeline_test,1,0.9421970380952382,0.8190694523809524,0.7453336333333332,0.7761448428571429,0.8538583285714286,0.9106907857142856
C005,2C-B,B093,ASD_pipeline_test,1,0.9502066619047618,0.8126366428571428,0.7326586333333334,0.7651053952380954,0.8495664857142857,0.9106913
C007,2C-B,B096,ASD_pipeline_test,1,0.9956189047619048,0.6570025523809523,0.6383297095238095,0.7081882380952381,0.8123159952380952,0.8756069000000001
F001,FMA,B097,ASD_pipeline_test,1,0.5087544142857143,0.4949052333333333,0.4879262,0.4862059142857142,0.4833828619047619,0.4784469285714285
C008,2C-B,B098,ASD_pipeline_test,1,0.4994232523809525,0.5737479095238094,0.6060164047619047,0.5272355952380953,0.3503307761904761,0.371197780952381
M005,MDMA,B100,ASD_pipeline_test,1,0.8559974571428571,0.8269402047619048,0.787426180952381,0.7502725238095237,0.7015025190476191,0.6811634333333333
C010,2C-B,B101,ASD_pipeline_test,1,1.1544074285714283,0.7193658238095239,0.4170407523809524,0.4588448476190477,0.484241980952381,0.4955053523809524
C011,2C-B,B102,ASD_pipeline_test,1,0.8666013428571427,0.7343802333333331,0.6578145714285714,0.6886679714285714,0.7692147761904762,0.827499719047619
C004,2C-B isomer,B103,ASD_pipeline_test,1,0.7987084238095238,0.8750666,0.8905265380952382,0.7881500571428571,0.5340583047619047,0.4479232095238095
F003,FA,B104,ASD_pipeline_test,1,0.9095343333333332,0.8862564523809524,0.993039980952381,0.8183241333333333,0.3554594619047619,0.3562235904761904
F004,FA,B105,ASD_pipeline_test,1,0.6643146190476189,0.8626561095238094,0.985964980952381,0.827069438095238,0.3307387476190476,0.3050654285714285
F003,FMA,B107,ASD_pipeline_test,1,0.4671698809523809,0.4619577761904762,0.5645315714285715,0.4723917285714286,0.1014483228571428,0.0644927809523809
F005,FA,B108,ASD_pipeline_test,1,0.537357638095238,0.5140145714285715,0.4895796666666667,0.459901819047619,0.3956012571428571,0.3567173904761905
M006,MDMA,B109,ASD_pipeline_test,1,0.4998715476190477,0.7736075238095237,0.8394427523809523,0.6935686095238095,0.2535937714285715,0.2299380571428571
F004,FMA,B110,ASD_pipeline_test,1,0.5795934095238097,0.6114526761904762,0.8118899571428573,0.896857742857143,0.952899038095238,0.944500038095238
M007,MDMA,B111,ASD_pipeline_test,1,0.6492998714285715,0.5990993285714286,0.6289331238095237,0.4267612999999999,0.1681255380952381,0.2449320952380952
M010,MDMA,B114,ASD_pipeline_test,1,0.5024708476190477,0.6908620142857143,0.8054302619047617,0.7896652619047618,0.6885206,0.752264719047619
M012,MDMA,B116,ASD_pipeline_test,1,0.6496252238095237,0.7859907666666667,0.8503643095238095,0.8014415238095238,0.6764124285714285,0.6340203
M013,MDMA,B117,ASD_pipeline_test,1,0.6063743619047619,0.6066448666666666,0.6109112904761904,0.6050130809523809,0.5910937190476189,0.5882774999999999
M016,MDMA,B120,ASD_pipeline_test,1,0.6689050380952382,0.9136634238095238,1.035883238095238,0.8918363428571429,0.3420325571428571,0.235839219047619
M017,MDMA,B121,ASD_pipeline_test,1,0.530172061904762,0.2429802523809524,0.2320251238095237,0.2766183571428571,0.3528243285714286,0.3982089761904762
M018,MDMA,B122,ASD_pipeline_test,1,0.6944944952380953,0.6566299380952382,0.7916922904761905,0.8943065,1.0231678857142856,1.093532761904762
M019,MDMA,B123,ASD_pipeline_test,1,0.5775482904761906,0.4306134761904762,0.5812058809523809,0.6705740476190476,0.7358959380952382,0.7560940142857143
M021,MDMA,B125,ASD_pipeline_test,1,0.5461777619047621,0.8276703809523811,0.9237263666666669,0.8249937714285713,0.3559793952380952,0.2376441047619047
M022,MDMA,B126,ASD_pipeline_test,1,0.7903422761904763,0.7878884333333335,0.7892514904761905,0.789598438095238,0.7889594190476191,0.7902629476190475
M024,MDMA,B128,ASD_pipeline_test,1,0.8900077428571427,0.8921638142857142,0.8922373238095238,0.8913740238095238,0.8875831666666666,0.8827050761904761
M025,MDMA,B129,ASD_pipeline_test,1,0.4451864476190477,0.6411588,0.7047260999999999,0.6391937571428571,0.2869197857142856,0.1996424952380952
M027,MDMA,B131,ASD_pipeline_test,1,0.8335784095238095,0.440089219047619,0.4697686714285714,0.525250419047619,0.6023300095238097,0.662561838095238
M029,MDMA,B133,ASD_pipeline_test,1,0.8576651952380953,0.702078561904762,0.7539439904761905,0.6235586619047618,0.2104054857142857,0.2172175047619048
M030,MDMA,B134,ASD_pipeline_test,1,0.5507386428571428,0.7827068142857142,0.8598701952380953,0.7750354095238094,0.358585,0.2530375761904762
M032,MDMA,B136,ASD_pipeline_test,1,0.6991493666666667,0.6282333904761904,0.5363086142857141,0.5119551,0.4891315666666668,0.4666306523809523
M033,MDMA,B137,ASD_pipeline_test,1,0.7434128761904762,0.2764412476190475,0.3139453476190476,0.3755917761904762,0.466596719047619,0.5403104666666666
M034,MDMA,B138,ASD_pipeline_test,1,0.5185082571428572,0.5539230523809524,0.7639597095238095,0.8484440333333335,0.9009355047619048,0.9184235285714286
