sample_id,medicine,batch_id,manufacturer,measurement_id,ch450,ch500,ch550,ch570,ch600,ch650
F009,FMA,B120,ASD_public_dataset,1,0.4671698809523809,0.4619577761904762,0.5645315714285715,0.4723917285714286,0.1014483228571428,0.0644927809523809
F010,FA,B121,ASD_public_dataset,1,0.537357638095238,0.5140145714285715,0.4895796666666667,0.459901819047619,0.3956012571428571,0.3567173904761905
M008,MDMA,B122,ASD_public_dataset,1,0.4998715476190477,0.7736075238095237,0.8394427523809523,0.6935686095238095,0.2535937714285715,0.2299380571428571
F011,FMA,B123,ASD_public_dataset,1,0.5795934095238097,0.6114526761904762,0.8118899571428573,0.896857742857143,0.952899038095238,0.944500038095238
M009,mCPP,B124,ASD_public_dataset,1,1.023437761904762,1.0898250952380952,1.0473171904761909,0.9215029809523811,0.6840081380952381,0.5712605428571429
A001,6-APB,B125,ASD_public_dataset,1,0.9769925476190476,0.9839966476190478,0.953373657142857,0.9293067047619048,0.8457966333333333,0.6871565523809524
F012,4-FA,B126,ASD_public_dataset,1,0.7909884952380953,0.8523160714285714,0.8522369285714285,0.8256345999999999,0.6814737000000002,0.4327658761904762
M010,MDMA,B127,ASD_public_dataset,1,0.6492998714285715,0.5990993285714286,0.6289331238095237,0.4267612999999999,0.1681255380952381,0.2449320952380952
M011,MDMA,B128,ASD_public_dataset,1,0.7924506476190477,0.8741493380952382,0.8588717809523813,0.7500539047619047,0.5161031857142857,0.4277927714285714
M012,MDMA,B129,ASD_public_dataset,1,0.5593646000000001,0.5078135142857143,0.4720676666666666,0.4599186047619047,0.4442595809523808,0.4279307142857143
M013,MDMA,B130,ASD_public_dataset,1,0.5024708476190477,0.6908620142857143,0.8054302619047617,0.7896652619047618,0.6885206,0.752264719047619
M014,MDMA,B131,ASD_public_dataset,1,0.8854468380952383,0.8379096857142857,0.3779027857142857,0.3323678571428571,0.3114238095238095,0.2999021380952381
M015,MDMA,B132,ASD_public_dataset,1,0.6496252238095237,0.7859907666666667,0.8503643095238095,0.8014415238095238,0.6764124285714285,0.6340203
M016,MDMA,B133,ASD_public_dataset,1,0.6063743619047619,0.6066448666666666,0.6109112904761904,0.6050130809523809,0.5910937190476189,0.5882774999999999
M017,MDMA,B134,ASD_public_dataset,1,0.5233938904761904,0.7301211571428571,0.8516218428571429,0.7162651428571427,0.260211638095238,0.2497713285714285
M018,MDMA,B135,ASD_public_dataset,1,0.646158380952381,0.6465234285714285,0.6500816095238094,0.6425241285714286,0.6245848285714286,0.6191353952380952
M019,MDMA,B136,ASD_public_dataset,1,0.6689050380952382,0.9136634238095238,1.035883238095238,0.8918363428571429,0.3420325571428571,0.235839219047619
M020,MDMA,B137,ASD_public_dataset,1,0.530172061904762,0.2429802523809524,0.2320251238095237,0.2766183571428571,0.3528243285714286,0.3982089761904762
M021,MDMA,B138,ASD_public_dataset,1,0.6944944952380953,0.6566299380952382,0.7916922904761905,0.8943065,1.0231678857142856,1.093532761904762
M022,MDMA,B139,ASD_public_dataset,1,0.5775482904761906,0.4306134761904762,0.5812058809523809,0.6705740476190476,0.7358959380952382,0.7560940142857143
M023,MDMA,B140,ASD_public_dataset,1,0.5616449523809524,0.7149506761904761,0.7456941238095238,0.6500158333333333,0.3840873666666666,0.3523462761904762
M024,MDMA,B141,ASD_public_dataset,1,0.5461777619047621,0.8276703809523811,0.9237263666666669,0.8249937714285713,0.3559793952380952,0.2376441047619047
M025,MDMA,B142,ASD_public_dataset,1,0.7903422761904763,0.7878884333333335,0.7892514904761905,0.789598438095238,0.7889594190476191,0.7902629476190475
M026,MDMA,B143,ASD_public_dataset,1,0.7632101761904762,0.7884973047619047,0.8740064571428573,0.7685521190476191,0.3285341809523809,0.2919716952380952
M027,MDMA,B144,ASD_public_dataset,1,0.8900077428571427,0.8921638142857142,0.8922373238095238,0.8913740238095238,0.8875831666666666,0.8827050761904761
M028,MDMA,B145,ASD_public_dataset,1,0.4451864476190477,0.6411588,0.7047260999999999,0.6391937571428571,0.2869197857142856,0.1996424952380952
M029,MDMA,B146,ASD_public_dataset,1,0.6703731714285714,0.587297438095238,0.608862738095238,0.3933375809523809,0.1464584666666666,0.230924019047619
M030,MDMA,B147,ASD_public_dataset,1,0.8335784095238095,0.440089219047619,0.4697686714285714,0.525250419047619,0.6023300095238097,0.662561838095238
M031,MDMA,B148,ASD_public_dataset,1,0.9426846142857144,0.5864271761904762,0.3842425095238095,0.4054756952380952,0.4070854952380953,0.4050540904761905
M032,MDMA,B149,ASD_public_dataset,1,0.8576651952380953,0.702078561904762,0.7539439904761905,0.6235586619047618,0.2104054857142857,0.2172175047619048
M033,MDMA,B150,ASD_public_dataset,1,0.5507386428571428,0.7827068142857142,0.8598701952380953,0.7750354095238094,0.358585,0.2530375761904762
M034,MDMA,B151,ASD_public_dataset,1,0.9385975,0.591273319047619,0.4792391333333333,0.573366238095238,0.7328001476190475,0.8656419476190477
M035,MDMA,B152,ASD_public_dataset,1,0.6991493666666667,0.6282333904761904,0.5363086142857141,0.5119551,0.4891315666666668,0.4666306523809523
M036,MDMA,B153,ASD_public_dataset,1,0.7434128761904762,0.2764412476190475,0.3139453476190476,0.3755917761904762,0.466596719047619,0.5403104666666666
M037,MDMA,B154,ASD_public_dataset,1,0.5185082571428572,0.5539230523809524,0.7639597095238095,0.8484440333333335,0.9009355047619048,0.9184235285714286
M038,MDMA,B155,ASD_public_dataset,1,0.6491784714285714,0.5480142952380953,0.568073519047619,0.4942285952380952,0.2693486857142857,0.3135080714285714
M039,MDMA,B156,ASD_public_dataset,1,0.616200480952381,0.5633413523809524,0.4931584047619047,0.4553194,0.4061562428571428,0.3680732238095238
M040,MDMA,B157,ASD_public_dataset,1,0.7047300857142856,0.6444356952380953,0.6690008476190477,0.4616357857142857,0.2041640714285714,0.2834948523809523
M041,MDMA,B158,ASD_public_dataset,1,0.5732561904761906,0.3413657,0.5267478476190476,0.6161094,0.6757171238095239,0.6937236
M042,MDMA,B159,ASD_public_dataset,1,0.6178166952380952,0.7009205333333333,0.7339297809523808,0.6503285285714286,0.4328661857142856,0.4019192666666667
M043,MDMA,B160,ASD_public_dataset,1,0.7574621380952381,0.4144054952380953,0.2716898952380953,0.2839755047619047,0.2883551428571428,0.297093619047619
H001,heroin (brown),B161,ASD_public_dataset,1,0.8629820714285712,0.7650416523809525,0.6891998333333333,0.6610155999999999,0.6183772571428572,0.5514391238095238
K001,ketamine,B162,ASD_public_dataset,1,0.2406087238095238,0.2345154047619047,0.2315296761904762,0.2310165095238095,0.2306067571428572,0.2301797714285714
